Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2021-01-14,Saptapadi,1981,https://boxd.it/1Au23t,5,,"वृद्धार्चको सपुत्रपौत्रः वसति। दुहित्रा च सङ्गीतज्ञ-जामात्रा पौत्री नर्तकी। सा प्रीणाति हरिजनं वेणुप्रवीणम्। इष्टपतिप्राप्त्यै व्रतालोडं बध्नाति। नर्तकीभक्तिं दृष्ट्वा नर्तनौचित्ये वृद्धस् स्वाभिप्रायं परिवर्तयति। तया धृतपवित्रीकृतनूपुरया दूर्गसूक्त-नृत्येन अद्भुतं दुर्गासेवां कारयति। तदभिप्रायमपृष्ट्वा पौत्रेण गौरीनाथेन सह विवाहं कारयति। पुनर्पुनः स तस्यां मातरं दुर्गां पश्यति। तेन तां न स्पृशति। क्रमेण ताभ्यामवगम्यते देवीमहिमा। तां‌स्नापयित्वा देव्यग्रे स्थापयित्वा प्रियतमाख्यं जानाति। तत्क्षणं गत्वा तम् आनीय स्वपत्नीमर्पयति। वृद्धः तम् औचित्यं अङ्गीकृत्य, शास्त्रवाग्भिः शमयति कृद्धग्रामीणानां विरोधम्। दुर्गासूक्तानुसारं नर्तनम् अत्यद्भुतम्। नृत्येन देवसेवा। गौरीनाथस्य शिखावतः आदर्शव्यवहारः! गोपालकानां केशशैली विस्मयमानयति।",,2021-01-14
2021-01-14,Swarnakamalam,1988,https://boxd.it/1Au23D,4,,"अस्वस्थ-नाट्याचार्यस्य पुत्री, सङ्गीतविदुष्याः भगिनी शास्त्रीयनृत्ये श्रद्धाहीना स्वस्याः सुपूजितनूपुरे अन्धौ पातयति। तं नूपुरम् कूपाद् उन्नीय ददाति कश्चन नाट्यभक्तः। तस्याः चलच्चित्रप्रियायाः अश्रद्धा अभिमानहीनता बहुविषादकर्त्री। इयं घटना कथा-सारवही। मध्ये भिन्नब्राह्मणानां दर्शनम् लभ्यते।",,2021-01-14
2021-01-14,Hamsageethe,1975,https://boxd.it/1Au23N,5,,"सङ्गीतविद्वान् ब्राह्मणः गुरुम् स्पर्धायाम् जित्वा, तदात्महत्यया समाजात् बहिष्कृतः। मदिराप्रिय-वैरागी-गुरोः भैरवीम् अधीते। आस्थान-विद्वान् भवति - क्वचिदहङ्कारात् अपस्वरः। पुनः विरक्तः समाजात्। नृत्यविशारदचारिण्याश्रयम् प्राप्नोति। पश्चात् दैवाग्रे एव गानस्य सङ्कल्पम् कृत्वा निर्मलतमः भवति। तुरुष्काक्रान्ते अपि चित्रदुर्गे म्लेच्छाग्रगानम् तिरस्कृत्य हंसगीतम् गीत्वा जिह्वां त्यजति। शास्त्रीयजीवनस्य पावित्र्यम् नैर्मल्यम् विद्यान्तरविषयात् वैराग्यम् गौरवयुक्तस्तरम् च प्रतिपादयति।",,2021-01-14
2021-01-14,Ananda Bhairavi,1983,https://boxd.it/1Au23X,5,,"कुचिपुडिनाट्याचार्यस्य शिक्षाप्राप्तुम् अनिच्छन्, स्त्रीवेशम् अनिच्छन्, आधुनिकशिक्षाम् इच्छन् पुत्रः मातुः साहाय्येन पित्रानुजया सह वासम् आरभते। खिन्न आचार्यः एकां प्रतिभावतीं नीचजातबालिकाम् तत्पित्रुत्कोचं दत्त्वा पालितुं बोधितुं चारभते। तदसहमानाः अग्रहारज्येष्टास् तं बहिष्कुर्वन्ति। कुपितस् सः पत्नीम् सादेशं त्यक्त्वा ग्रामात् बहिः वासम्, शिक्षाम् अनुवर्तते स्वपितुस् साहाय्येन। बालिका भैरवीति शिक्षानाम्नी उत्तमनर्तकी। बहिष्कारान्ताय नर्तनस्पर्धायां प्रथमं गुरुपितुर्मृत्युवार्तया पराजयमाप्त्वा पश्चात् जयमाप्नुते, गुरुर् गौरवं प्रतिष्ठापयति। अत्रान्तरे नाट्यं तिरस्कुर्वता गुरुपुत्रेण सह प्रेम्णः तिरस्कारः गुरुणा भिन्नव्याजाभ्याम्। कटकम् वञ्चकम् तां दातुम् उद्गतः पराजितो ऽन्यश्रमेण। ततः तस्य मृत्युः। पश्चात् नाट्यविमुखपुत्रः स्वपुत्रं नर्तकं विदधाति। आधुनिकशिक्षितैः काव्यपारङ्गताः सांप्रदायिकाः पण्डिताः अविद्यावन्त इति अभिधीयन्ते!",,2021-01-14
2021-01-14,Paithrukam,1992,https://boxd.it/1Au247,5,,"त्रेताग्निहोत्रिणो नास्तिकपुत्रो ऽन्ततो गत्वा प्रत्यक्षप्रमाणैश् चोदितो स्वद्वेषं त्यक्त्वा मतं परिवर्त्य वैदिकाचारान् परिगृह्णाति। रुचिकराणि पात्राणि। त्रेताग्निहोत्री शान्तो दान्तो ज्ञानवान्, यस्य ज्यौतिषिकानुमानानि न भवन्त्यसत्यानि, यस्य सदाचारे निश्चितं फलम् वृष्टिरक्षाद्यात्मकम्। तत्पुत्रो ऽग्रजन्मा नास्तिक आस्तिकविरोधे प्रतिभटको वेदनिन्दको यस्य कल्पनास् तमन्धीकुर्वन्ति प्रत्यक्षप्रमाणेष्व् आचारफलानम्, असहृदयश्च। तदनुजो मृदुहृदयो ऽल्पायुः कविर् देवालयनर्तक्याम् अनुरक्तः‌ श्रद्धालु, कृतज्ञः। तत्सहचरो मित्रं देवालयसहायकः। अग्रजपत्नी नास्तिक्याद् गर्भनाशाद्यनुभवेनास्तिक्यं प्रति चोदिता श्वशुरगृहाश्रया।",,2021-01-14
2021-01-14,Lagaan: Once Upon a Time in India,2001,https://boxd.it/1Au24h,,,cricket against brits in 1900 gujarat to avoid tax,,2021-01-14
2021-01-14,Rang De Basanti,2006,https://boxd.it/1Au24r,,,"Louts from a Delhi university reprise the roles of the great intellectuals/ revolutionaries led by chandrashEkhar Azad, die spreading a story about a corrupt defence deal, die.",,2021-01-14
2021-01-14,Haré Rama Haré Krishna,1971,https://boxd.it/1Au24B,,,rescue of sister from drug addiction fails.,,2021-01-14
2021-01-14,Magnolia,1999,https://boxd.it/1Au24L,,,"stories about coincidences, materialism, the US civilization where parents and children so easily forsake responsibilities not 4/4. - stopped midway.",,2021-01-14
2021-01-14,Rebel Without a Cause,1955,https://boxd.it/1Au24V,5,,"a sincere young teen from a household (a zoo) with a henpecked husband, of which he is ashamed,who repeatedly trys to prove that he is not 'chicken', whose family moves repeatedly, confronts other violent uncultured teenagers amongst whom peer pressure results in insincerity, befriends an insecure kid from a broken home and falls in love, but looses the kid to violence 4/4. (shRRi~NgAra, hAsya, lajjA, jugupsA, vIra).",,2021-01-14
2021-01-14,The Help,2011,https://boxd.it/1Au255,,,Events in Jackson involving southern white families and their condescending treatment of black maids just before MLK activism cliche and mediocre.,,2021-01-14
2021-01-14,The Kite Runner,2007,https://boxd.it/1Au25f,4,,A writer boy who flees Afghanistan during soviet invasion with dad grows up and marries daughter of refugee general and returns to taliban land via paksitan to rescue (newly known and dead) half-brother's kid. A good intro to the afghan bachChAbAzi culture and pakhTUn-hazAra-dealings. Contrast between a servant boy's courage and the master boy's excess timidity + betrayal. Afghan emigrant conservative elite in US. Priority of social respect in afghAn culture throughout. kashcidvipashcit.wordpress.com/2017/11/05/hindu-reflections-on-the-kite-runner-and-cassandra-effect/,,2021-01-14
2021-01-14,Crocodile Dundee,1986,https://boxd.it/1Au25J,,,outback aborigine raised man encounters big city New York where his simple manners and outback skills aid him,,2021-01-14
2021-01-14,"Tlalocan, Under The City Of Gods",,https://boxd.it/1Au25T,3.5,,"A violent story that follows a few gangsters and a news photographer from their childhood in a Rio De Janeiro slum resettlement to adulthood to their evnetual fate. Some show apalling lack of guilt in murder of all sort of people from a young age - couples, hotel employees, ultimately friends etc.. Eventually a mostly well-meaning victim (ex-marksman from army) who's lost his girl and family is drawn in to a rival gang - and he eventually has to loosen scruples and assist robbery to finance and support the war; in the process creating another child victim who will be his own death. Some cops are corrupt, supplying arms, killing innocents during raid and planting evidence. A numbing look at what bad circumstances can be like. arAjakatA duShTA.",,2021-01-14
2021-01-14,12 Angry Men,1957,https://boxd.it/1Au263,5,,"Jury deciding the fate of one slum boy accused of murder, initially votes guilty 11 to 1 - guilt should be declared only if there is reasonable doubt. One guy thinks there is reasonable doubt, slowly wins over more and more of the opposition, overcoming prejudice against slum-people, against young people; ""don't care"" attitudes, squabbles that get personal, bullying. 4/4.",,2021-01-14
2021-01-14,Django Unchained,2012,https://boxd.it/1Au26d,4,,"Ante-bellum era German dentist turned bounty-hunter frees slave, teams up with him - first to collect bounties, then to help free the slave's german speaking wife Broomhilde. Western style shootouts, capture. Stylized blood splashes in fights. Gory scenes of whipping, castration, chaining, gladiator fights, forced marches of slaves along the way - Contrasted with southern hospitality, charm, miappropriation of European culture (Beethoven, the ironically black Dumas) which irritates the german.",,2021-01-14
2021-01-14,Being There,1979,https://boxd.it/1Au26n,5,,"Chance, a simple illiterate gardener, has never left the estate until his employer dies. By happenstance, he comes into the household of the chief of the powerful Rand corp. His simple TV+gardening utterances are mistaken for profundity. The character remains truthful, calm and contented, unfazed by reverses. Great satire. Fine character.",,2021-01-14
2021-01-14,The Book Thief,2013,https://boxd.it/1Au26x,3,,"Girl in Nazi germany, grows up in adapted family, with sheltered jew Max, sweet neighbor kid Luri - endures Nazi book burning, Jew-round up, conscription of dear ones, bombings, death. narrated by death.",,2021-01-14
2021-01-14,The Big Lebowski,1998,https://boxd.it/1Au26H,5,,"A complex plot whose main purpose is to paint the characters: The dude Lebowski shares name with a millionaire. Goons ruin his rug by mistaken identity. When the millionaire Lebowski's trophy wife is kidnapped, he commissions The Dude to deliver the ransom to secure her release. The plan goes awry when the Dude's friend Walter Sobchak schemes to keep the full ransom. Turns out, there was no kidnapping - merely German nihilist amateurs taking advantage of the wife's trip; that the millionaire did not really send a ransom - merely used opportunity to embezzle funds, that the millionaire is not as successful as he claimed - living on an allowance allowed by his daugher and fellow board member. The trophy wife is a former porn artist in debt to porn film maker. Wonderful character portraits: The dude is very cool, relaxed, unemployed, hence smart and able to figure everything out. Walter Sobchak, vietnam vet, is very uptight about ""rules"" being followed, the Jewish religion he adapted when he married a wife (whom he still cares for) he divorced 5 years ago. Connects everything to 'nam. The cripple ""millionaire"" is full of empty boasts. The feminazi artist daughter just wants a child. Nihilist german amateur goons are no match for Walter. Resort town ""no nonsense here"" police officer, porn film maker etc..",,2021-01-14
2021-01-14,The Seventh Seal,1957,https://boxd.it/1Au26R,4,,"During the Black Death, in Sweden, a disillusioned knight on the way to his castle plays chess with Death personified, who's come to take him. He's got a cynical but hearty squire. They meet along the way a wistful, not-quite-vengeful smith, who's wife has run off (and then returns) with visiting actors. The actors include an acrobat couple with an infant - cheerful, the male being able to see visions. Along the way, Christian society is depicted, with its gruesome beliefs (hell after death) and practices (death cult zealots lashing each other, dragging crosses, burning people at the stake etc..)

Movie is mostly about how different people react to and face death. The knight isnt sure that God or life after death exists; but desperately tries to know (unsuccessfully); seeks to do some meaningful thing. The squire is lively and defiant - only submits to death with a protest. The acrobat couple give it a good pass like ordinary cheerful family people. A jester tries to escape death but fails. A nice fantasy - makes one glad about not being in that dark age and world-view.",,2021-01-14
2021-01-14,Description of a Struggle,1960,https://boxd.it/1Au271,,,This could include action adventures.,,2021-01-14
2021-01-14,V for Vendetta,2005,https://boxd.it/1Au27b,4.5,,Orwell's 1984 reprised with a strong skilled wise disfigured hero with a Guy Fawkes mask whose vengeful schemes spark a revolution - with a bystander girl who is transformed in the process do defiantly hold on dharma beautiful language in dialogues and plot.,,2021-01-14
2021-01-14,Brazil,1985,https://boxd.it/1Au27l,4,,"a love-struck bureaucrat in a bureaucratic dystopia with a plastic-surgery loving mother is processed by the ruthless system upon becoming an outlaw eventually escaping to imagination brilliant visuals, sound, parody.",,2021-01-14
2021-01-14,A Clockwork Orange,1971,https://boxd.it/1Au27v,5,,"An intelligent beethoven loving hoodlum in a society rife with disorder is conditioned to become sick at the thought of fighting and sex, then suffers revenge, then is reverted to being a hoodlum. 4/4.",,2021-01-14
2021-01-14,Total Recall,2012,https://boxd.it/1Au27F,5,,"koato the great, mutants, and arnold schwarzenegger free mars essentially a comment on the 'resource curse' that afflicts nations like Lybia, Saudi Arabia, Brunei. 4/4.",,2021-01-14
2021-01-14,The Manchurian Candidate,2004,https://boxd.it/1Au27P,3.5,,gulf war US team's memory is replaced and behaviors manipulated to make a vice-presidential candidate look like hero - but the attempt is jinxed.,,2021-01-14
2021-01-14,One Flew Over the Cuckoo's Nest,1975,https://boxd.it/1Au27Z,5,,"Thief faking madness rebels against Nurse Mildred's tyranny which keeps patients from healing; does a field trip in a boat, has an orgy before planned escape with a mute Indian chief, gives sexual experience to an insecure voluntary inmate, oversleeps, becomes angry when the nurse spoils the inmate's confidence, chokes her, is lobotomized, gets euthanized by the chief who finally escapes cheered by others. 4/4.",,2021-01-14
2021-01-14,The Bourne Supremacy,2004,https://boxd.it/1Au289,5,,"former CIA covert assassination racketeer tries to frame Bourne, but is trapped by his great skill in escaping stakeouts and by fighting, shooting and driving, multilingual quick brain 4/4.",,2021-01-14
2021-01-14,The Bourne Ultimatum,2007,https://boxd.it/1Au28j,3.5,,"they still try to kill him, he returns and helps expose them using same tactics",,2021-01-14
2021-01-14,Fahrenheit 9/11,2004,https://boxd.it/1Au28t,,,"saudi influence on US politics, vain deaths of US soldiers in the badly justified Iraq war.",,2021-01-14
2021-01-14,Sicko,2007,https://boxd.it/1Au28D,,,moving - but scholastically unsatisfactory- account of the downside of US system of paying for health care using insurance.,,2021-01-14
2021-01-14,Khosla Ka Ghosla!,2006,https://boxd.it/1Au28N,5,,"Property is stolen using forged paperwork. The duped dupe the powerful duper with strong henchmen. The victim's son wants to go to USA, but is vexed by all this. He uses local malla-s to reclaim the land for a short while before corrupt police reverse the situation. Ultimately they con the theif into ""buying"" land belonging to the government after some tense drama. The family becomes closer as a result.",,2021-01-14
2021-01-14,Othello,1951,https://boxd.it/1Au28X,5,,"Magic with just 4 actors playing many different roles. Wonderful pipe music! Much talent and joy compressed in a few actors. The sUtradhAra musician played 3 different pipes as needed. No mikes, they spoke with booming voices from the stomach.",,2021-01-14
2021-01-14,Fiddler on the Roof,1971,https://boxd.it/1Au29L,,,travails of the jews in russia,,2021-01-14
2021-01-14,Dances with Wolves,1990,https://boxd.it/1Au29V,,,the last free sioux and a soldier,,2021-01-14
2021-01-14,The Last of the Mohicans,1992,https://boxd.it/1Au2a5,5,,"two mohicans and a white raised as a mohican participate in the fight against French and twisted Huron mercs on the side of the colonists and british 4/4. - just the tune and the memory of the trio running around makes me want to hike to the limit of considerable hiking abilities in the NE USA mountains, enjoying the cold fresh wind",,2021-01-14
2021-01-14,Seven Years in Tibet,1997,https://boxd.it/1Au2af,,,an austrian photographer falls in love with Tibet.,,2021-01-14
2021-01-14,Xuan Zang,2016,https://boxd.it/1Au2ap,3.5,,"Chinese film with Sanskrit and Hindi dialogs by Indian actors in buddhist roles. A curious depiction of Xuan Zang's quest, with loud observations about India's exoticism, caste inequalities, the heavenly approval of teh Tang emperor.",,2021-01-14
2021-01-14,Tanhaji: The Unsung Warrior,2020,https://boxd.it/1Au2az,4,,"Great visuals. The rival UdayabhAn Singh Rathod, as a pawn of Awrangzeb, is turned into an archetypical sadist highly capable villain - complete with a rAjpUt widow he seeks to convince to marry. Awrangzeb is shown as remote, vain and proud. Shivaji and his mother jIjAbAi are shown emodying great nobility. There are a couple of token good muslims - including a quasi-retard. There are a few strong emotional moments - tAjAji's wife seeking to see both their faces in a mirror, tAnAji insisting on leading the mission despite unwilling shivAji,  tAnAji vowing to make jIjAbAi wear slippers again, shivAji awaiting koNDAna results and rushing out before dawn, tAnAji's wife vowing to perform her son's marriage even if tAnAji should fall.",,2021-01-14
2021-01-14,Hirkani,2019,https://boxd.it/1Au2aJ,4,,"Imbued with feeling of grateful devotion to the shiva-rAja via the simple folk of rAigaDvADi.  Good for woman's day counter-feminazi propaganda too: the woman Hirkani Bai has no stomach for war or adventure - except when she has no choice. The rAjan and his wife are gracious, soldiers sincere. Excellent rasa mixture- vIra, karuNa, bhayAnaka, bhIbhatsa, hAsya, shrNgAra.
One small blemish is the obligatory fake muslim pIr rejoicing at svarAjya during the initial song sequence.",,2021-01-14
2021-01-14,Panipat,2019,https://boxd.it/1Au2aT,3.5,,"Portrays the infamous ""kitchen politics"" of wife of peshvA nAnAsaheb, the sincerity of young vishvAs rAv, the firmness of experienced sadAshiv rAv, the sidelining of raghunAth rAv (rAghoba), loyalty of shamsher bahAdur and muslim cannoneer, treacherous alliance with the jAT-s. The final defeat and loss of hindu women is hinted at, ahmed shAh abdAli is shown to be slightly weary, cunning and barbaric. good account of the war - shadowing along the yamunA, capture of delhi, Abdali daringly crossing the river at bhAgpat, marATha entrapment without food and water.",,2021-01-14
2021-01-14,The Fourth Protocol,1987,https://boxd.it/1Au2b3,,,soviet spy deeply disguised as navy officer sees girlfriend murdered by white house chieftain.,,2021-01-14
2021-01-14,For Richer or Poorer,1997,https://boxd.it/1Au2bd,,,divorce lawyer gets divorced by clever divorce-money babe.,,2021-01-14
2021-01-14,Godhi Banna Sadharana Mykattu,2016,https://boxd.it/1Au2bn,3.5,,"a sweet courageous amnesiac escapes nursing home - guilty son and lady doctor try to find him. ends up with 2 criminals and a corpse. he is then taken into hiding and held with a witness family. while there his sweet words reforms one of the criminals. the boss sends someone to bump them all off - the reformed guy ends up luring the hitman ( also a cop) away and killing him - while himself dying. The other criminal, a junior, avenges this death- the amnesiac is reunited with son. in the meantime, the son has plenty of time to reflect on his filial shortcomings, job-slavedom, loss of small childhood joys (painting), his father's great talent and courage - the love story about how he won his wife in adverse conditions. a bit slow and dragging. good storyline.",,2021-01-14
2021-01-14,Ondu Motteya Kathe,2017,https://boxd.it/1Au2bx,4,,"An awkward bald kannaDa lecturer gets rejected by many matches for being bald; vainly tries flirting twice; finally gets engaged to a fatso he doesn't like due to a misunderstanding - and finally is set to marry her after realizing that she truly loves him. Incidental characters - peon shrInivAsa who is romantically engaged with his dumb wife even after 4 years, mother desperate to find him a wife, romantic brother. principal who ""fines"" miscreants 500Rs. jyautiSha who is moved by tears (and money) to lie. Nice musical. Good exploration of the concepts of ""looks in mate selection"", ""imperfect match"" and ""satisfaction in marriage"" (leading to ""long term happiness"").",,2021-01-14
2021-01-14,Delivery Man,2013,https://boxd.it/1Au2bH,3.5,,Mediocrity-filled sperm donor fathers 500 children. Reconnects with them as they try to unmask him. Fathers another with his new partner.,,2021-01-14
2021-01-14,Mortuary,2005,https://boxd.it/1Au2bR,3.5,,dysfunctional family in the embalming/ cremation business with interesting characters,,2021-01-14
2021-01-14,Casablanca,1942,https://boxd.it/1Au2cv,5,,"In vichy france occupied Casablanca, a clever American resturanteur, a chzeck resistance leader and their common love interest, the latter two of which are helped to flee by the first despite having been let down by the lady in Paris of the past 4/4., good dramatic exposition of the feelings (self pity, dEsha-prEma, vIra, viShAda, rati and shRRi~NgAra) experienced by the three and cunning displayed by one in various situations in Paris and Casablanca.",,2021-01-14
2021-01-14,Evelyn,2002,https://boxd.it/1Au2cF,,,alcoholic irishman fights for child's custody,,2021-01-14
2021-01-14,Life as a House,2001,https://boxd.it/1Au2cP,4,,fired dying architect reconnects to son and wife.,,2021-01-14
2021-01-14,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/1Au2cZ,5,,"a regular sweet guy and an impulsive girl fall in love, have wonderful experiences, ultimately have a fight. girl and then they guy (hurt by non-recognition) medically erase each other from memory. the guy (sleeping while the procedure happens) changes his mind and tries to fight the erasure by going off the ""experience map"" shared with the doctor earlier by taking his memory of the girl elsewhere. during the procedure, the female assistant realizes the value of memories after she learns that she's had her own memory wiped - and determines to tell all patients about their lost memories. but the girl and the guy somehow retain an inkling that they're missing something - happen to meet and fall in love again. they then learn about their negative feelings about each other from tape sent by the doctor's assistant. somehow make up and live happily. great adventure in memory zone. quite sweet. brings home the realist message of the inevitable surfacing imperfections and irritations in a couple - and the rewards that await if they overcome it (with pain).",,2021-01-14
2021-01-14,The Great Passage,2016,https://boxd.it/1Au2d9,5,,"Introverted dictionary editor Mishima, his two dedicated seniors, the extrovert PR guy collaborate beautifully. At home (run by a sushi cook's grandmother), Mishima finds love with the shushi cook.",,2021-01-14
2021-01-14,The Dictator,2012,https://boxd.it/1Au2dj,5,,"The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed. Visits New York, gets kidnapped, beard goes, works in a shop, finally gets his place back.",,2021-01-14
2021-01-14,The Dictator,2012,https://boxd.it/1Au2dt,,,ridiculous hitler,,2021-01-14
2021-01-14,The Ladykillers,2004,https://boxd.it/1Au2dD,,,latin professor and thief team decimate themselves,,2021-01-14
2021-01-14,Men in Black,1997,https://boxd.it/1Au2dN,,,save us from alien immigration,,2021-01-14
2021-01-14,I Spy,2002,https://boxd.it/1Au2e7,,,spy in east europe with funny boxer stops sale of invisible plane to terrorists.,,2021-01-14
2021-01-14,Bean,1997,https://boxd.it/1Au2eh,,,the screw-up genius art expert (sic),,2021-01-14
2021-01-14,Mars Attacks!,1996,https://boxd.it/1Au2er,,,comically fierce martian invaders get splattered with music.,,2021-01-14
2021-01-14,Harold & Kumar Go to White Castle,2004,https://boxd.it/1Au2eB,,,chinese and indian american dopeheads blunder to newcastle burger place.,,2021-01-14
2021-01-14,Jo Bole So Nihaal,2005,https://boxd.it/1Au2eL,,,a honest punjAbi policeman goes to amErica to catch terrorist weak plot.,,2021-01-14
2021-01-14,The Blues Brothers,1980,https://boxd.it/1Au2eV,2.5,,two weird blues singers put together their band to raise money for their orphanage's tax bill,,2021-01-14
2021-01-14,Galaxy Quest,1999,https://boxd.it/1Au2f5,,,parody on star trek involving naive ever-smiling aliens recreating starfleet based on television broadcasts.,,2021-01-14
2021-01-14,The Three Stooges,2012,https://boxd.it/1Au2ff,5,,Graucho marx and his brothers!,,2021-01-14
2021-01-14,Takeshi's Castle Vol. 1,2009,https://boxd.it/1Au2fz,,,Japanese individual obstacle filled race.,,2021-01-14
2021-01-14,Return of the Jedi,1983,https://boxd.it/1AubT9,4,,the movies present intriguing and effective reliance on instinct and noble (rather than dark) emotions - they miss the fact that both are useful and natural in their appropriate place.,,
2021-01-14,Star Wars: The Force Awakens,2015,https://boxd.it/1AucqH,3,,"Hans Solo and Leia estranged, their son a sith lord. Empire against the republic. Luke run away and being sought by everyone. A rehash of episode 4, essentially. Entirely predictable. A child's game. Not much juice too. Some shRngAra - lovers tension. Attempted delivery of thrill of superb flying, which fails to thrill anymore (where's the suspense?). PS: Did not watch 3D.",,
